Model,Manufacturing_year,Transmission,Sunroof,ABS,Digital_Conditioning,Steering_Control,Airbags,Chrome_Wheel,Technical_Status,Distance(KM),Price
Kia_Rio,2008,Manual,Yes,Yes,No,No,Yes,No,Good,84000,5400000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,No,No,Good,84000,5600000
Kia_Rio,2008,Manual,No,Yes,Yes,No,Yes,Yes,Good,77000,5600000
Kia_Rio,2008,Manual,Yes,No,Yes,No,Yes,Yes,Good,68000,5600000
Kia_Rio,2008,Manual,Yes,Yes,No,No,Yes,Yes,Good,91000,5600000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,No,Yes,Good,77000,5800000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,No,Good,95000,5700000
Kia_Rio,2008,Manual,No,No,Yes,No,Yes,Yes,Good,65000,5300000
Kia_Rio,2008,Manual,No,No,Yes,No,Yes,Yes,Good,120000,5100000
Kia_Rio,2008,Manual,No,Yes,No,No,Yes,Yes,Good,88000,5300000
Kia_Rio,2008,Manual,No,Yes,No,No,Yes,Yes,Good,100000,4900000
Kia_Rio,2008,Manual,No,Yes,Yes,No,No,Yes,Good,72000,5500000
Kia_Rio,2008,Manual,No,Yes,Yes,No,No,Yes,Good,172000,5100000
Kia_Rio,2008,Manual,No,Yes,Yes,No,Yes,No,Good,90000,5400000
Kia_Rio,2008,Manual,No,Yes,Yes,No,Yes,No,Good,110000,5200000
Kia_Rio,2008,Manual,Yes,No,No,No,Yes,Yes,Good,99000,5300000
Kia_Rio,2008,Manual,Yes,No,No,No,Yes,Yes,Good,151000,4900000
Kia_Rio,2008,Manual,Yes,No,Yes,No,No,Yes,Good,59000,5500000
Kia_Rio,2008,Manual,Yes,No,Yes,No,No,Yes,Good,159000,5100000
Kia_Rio,2008,Manual,Yes,No,Yes,No,Yes,No,Good,55000,5400000
Kia_Rio,2008,Manual,Yes,No,Yes,No,Yes,No,Good,144000,5200000
Kia_Rio,2008,Manual,Yes,Yes,No,No,No,Yes,Good,90000,5500000
Kia_Rio,2008,Manual,Yes,Yes,No,No,No,Yes,Good,151000,5100000
Kia_Rio,2008,Manual,Yes,Yes,No,No,Yes,No,Good,80000,5400000
Kia_Rio,2008,Manual,Yes,Yes,No,No,Yes,No,Good,152000,5000000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,No,No,Good,81000,5600000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,No,No,Good,161000,5200000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Normal,65000,5400000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Normal,87000,5400000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Normal,99000,5400000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Normal,102000,5200000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Normal,128000,5200000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Normal,147000,5200000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Normal,152000,5000000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Normal,170000,5000000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Normal,177000,5000000
Kia_Rio,2008,Manual,No,Yes,Yes,No,Yes,Yes,Normal,84000,5100000
Kia_Rio,2008,Manual,Yes,Yes,No,No,Yes,Yes,Normal,84000,5100000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,No,Normal,84000,5200000
Kia_Rio,2008,Manual,No,No,Yes,No,Yes,Yes,Normal,84000,4800000
Kia_Rio,2008,Manual,No,Yes,Yes,No,No,Yes,Normal,84000,5000000
Kia_Rio,2008,Manual,Yes,No,No,No,Yes,Yes,Normal,84000,4800000
Kia_Rio,2008,Manual,Yes,No,Yes,No,Yes,No,Normal,84000,4900000
Kia_Rio,2008,Manual,Yes,Yes,No,No,Yes,No,Normal,84000,4900000
Kia_Rio,2008,Manual,No,Yes,Yes,No,Yes,Yes,Normal,77000,5100000
Kia_Rio,2008,Manual,Yes,Yes,No,No,Yes,Yes,Normal,91000,5100000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,No,Normal,95000,5200000
Kia_Rio,2008,Manual,No,No,Yes,No,Yes,Yes,Normal,65000,4800000
Kia_Rio,2008,Manual,No,Yes,No,No,Yes,Yes,Normal,88000,4800000
Kia_Rio,2008,Manual,No,Yes,Yes,No,No,Yes,Normal,72000,5000000
Kia_Rio,2008,Manual,No,Yes,Yes,No,Yes,No,Normal,90000,4900000
Kia_Rio,2008,Manual,Yes,No,No,No,Yes,Yes,Normal,99000,4800000
Kia_Rio,2008,Manual,Yes,No,Yes,No,No,Yes,Normal,59000,5000000
Kia_Rio,2008,Manual,Yes,No,Yes,No,Yes,No,Normal,55000,4900000
Kia_Rio,2008,Manual,Yes,Yes,No,No,No,Yes,Normal,90000,5000000
Kia_Rio,2008,Manual,Yes,Yes,No,No,Yes,No,Normal,80000,4900000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,No,No,Normal,81000,5100000
Kia_Rio,2008,Manual,No,No,No,No,No,No,Bad,82000,3700000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,Yes,Yes,Bad,89000,5400000
Kia_Rio,2008,Manual,No,No,No,No,No,No,Bad,93000,3700000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,Yes,Yes,Bad,68000,5400000
Kia_Rio,2008,Manual,No,No,No,No,No,No,Bad,118000,3500000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,Yes,Yes,Bad,125000,5200000
Kia_Rio,2008,Manual,No,No,No,No,No,No,Bad,155000,3300000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,Yes,Yes,Bad,172000,5000000
Kia_Rio,2008,Auto,Yes,No,Yes,No,No,Yes,Bad,80000,5000000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,No,No,Bad,80000,5100000
Kia_Rio,2008,Auto,Yes,No,Yes,No,No,Yes,Bad,88000,5000000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,No,No,Bad,95000,5100000
Kia_Rio,2008,Auto,Yes,No,Yes,No,No,Yes,Bad,133000,4800000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,No,No,Bad,148000,4900000
Kia_Rio,2008,Auto,Yes,No,Yes,No,No,Yes,Bad,157000,4600000
Kia_Rio,2008,Auto,Yes,Yes,Yes,No,No,No,Bad,170000,4700000
Kia_Rio,2008,Manual,No,Yes,No,No,No,No,Bad,80000,4000000
Kia_Rio,2008,Manual,No,No,No,No,No,Yes,Bad,80000,3900000
Kia_Rio,2008,Manual,No,Yes,No,No,No,No,Bad,70000,4000000
Kia_Rio,2008,Manual,No,No,No,No,No,Yes,Bad,69000,3900000
Kia_Rio,2008,Manual,No,Yes,No,No,No,No,Bad,130000,3800000
Kia_Rio,2008,Manual,No,No,No,No,No,Yes,Bad,169000,3500000
Kia_Rio,2008,Manual,No,Yes,No,No,No,No,Bad,110000,3800000
Kia_Rio,2008,Manual,No,No,No,No,No,Yes,Bad,151000,3500000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Bad,72000,4900000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Bad,93000,4900000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Bad,112000,4700000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Bad,136000,4700000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Bad,163000,4500000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,Yes,Yes,Bad,186000,4500000
Kia_Rio,2008,Manual,Yes,No,Yes,No,Yes,Yes,Bad,84000,4600000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,No,Yes,Bad,84000,4800000
Kia_Rio,2008,Manual,No,Yes,No,No,Yes,Yes,Bad,84000,4300000
Kia_Rio,2008,Manual,No,Yes,Yes,No,Yes,No,Bad,84000,4400000
Kia_Rio,2008,Manual,Yes,No,Yes,No,No,Yes,Bad,84000,4500000
Kia_Rio,2008,Manual,Yes,Yes,No,No,No,Yes,Bad,84000,4500000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,No,No,Bad,84000,4600000
Kia_Rio,2008,Manual,Yes,No,Yes,No,Yes,Yes,Bad,68000,4600000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,No,Yes,Bad,77000,4800000
Kia_Rio,2008,Manual,No,No,Yes,No,Yes,Yes,Bad,120000,4100000
Kia_Rio,2008,Manual,No,Yes,No,No,Yes,Yes,Bad,100000,3900000
Kia_Rio,2008,Manual,No,Yes,Yes,No,No,Yes,Bad,172000,4100000
Kia_Rio,2008,Manual,No,Yes,Yes,No,Yes,No,Bad,110000,4200000
Kia_Rio,2008,Manual,Yes,No,No,No,Yes,Yes,Bad,151000,3900000
Kia_Rio,2008,Manual,Yes,No,Yes,No,No,Yes,Bad,159000,4100000
Kia_Rio,2008,Manual,Yes,No,Yes,No,Yes,No,Bad,144000,4200000
Kia_Rio,2008,Manual,Yes,Yes,No,No,No,Yes,Bad,151000,4100000
Kia_Rio,2008,Manual,Yes,Yes,No,No,Yes,No,Bad,152000,4000000
Kia_Rio,2008,Manual,Yes,Yes,Yes,No,No,No,Bad,161000,4200000
Kia_Rio,2007,Manual,No,No,No,No,No,No,Good,127000,4000000
Kia_Rio,2007,Auto,No,No,No,No,No,No,Good,127000,4500000
Kia_Rio,2007,Manual,No,No,No,No,No,No,Good,100000,4000000
Kia_Rio,2007,Auto,No,No,No,No,No,No,Good,130000,4500000
Kia_Rio,2007,Manual,No,No,No,No,No,No,Good,90000,4000000
Kia_Rio,2007,Auto,No,No,No,No,No,No,Good,87000,4500000
Kia_Rio,2007,Manual,No,No,No,No,No,No,Good,79000,4000000
Kia_Rio,2007,Auto,No,No,No,No,No,No,Good,95000,4500000
Kia_Rio,2007,Manual,No,No,No,No,No,No,Good,177000,3800000
Kia_Rio,2007,Manual,No,No,No,No,No,No,Good,166000,3800000
Kia_Rio,2007,Manual,No,No,No,No,No,No,Good,153000,3800000
Kia_Rio,2007,Manual,Yes,No,No,No,No,No,Good,90000,4300000
Kia_Rio,2007,Manual,No,Yes,No,No,No,No,Good,90000,4300000
Kia_Rio,2007,Manual,No,No,No,No,No,Yes,Good,90000,4200000
Kia_Rio,2007,Manual,Yes,No,No,No,No,No,Good,70000,4300000
Kia_Rio,2007,Manual,No,Yes,No,No,No,No,Good,80000,4300000
Kia_Rio,2007,Manual,No,No,No,No,No,Yes,Good,85000,4200000
Kia_Rio,2007,Manual,Yes,No,No,No,No,No,Good,155000,4100000
Kia_Rio,2007,Manual,No,Yes,No,No,No,No,Good,163000,4100000
Kia_Rio,2007,Manual,No,No,No,No,No,Yes,Good,174000,4000000
Kia_Rio,2007,Auto,Yes,No,No,No,No,No,Good,87000,4800000
Kia_Rio,2007,Auto,No,Yes,No,No,No,No,Good,87000,4800000
Kia_Rio,2007,Auto,No,No,No,No,No,Yes,Good,87000,4700000
Kia_Rio,2007,Auto,Yes,No,No,No,No,No,Good,97000,4800000
Kia_Rio,2007,Auto,No,Yes,No,No,No,No,Good,147000,4800000
Kia_Rio,2007,Auto,No,No,No,No,No,Yes,Good,157000,4500000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,Yes,Good,127000,5300000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,Yes,Good,95000,5300000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,Yes,Good,87000,5300000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,Yes,Good,139000,5300000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,Yes,Good,143000,5300000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,Yes,Good,150000,5300000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,Yes,Good,152000,5100000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,Yes,Good,155000,5100000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,Yes,Good,159000,5100000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,Yes,Good,163000,5100000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,Yes,Good,169000,5100000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,Yes,Good,175000,5100000
Kia_Rio,2007,Manual,No,No,No,No,No,No,Normal,127000,3500000
Kia_Rio,2007,Auto,No,No,No,No,No,No,Normal,130000,4000000
Kia_Rio,2007,Manual,No,No,No,No,No,No,Normal,90000,3500000
Kia_Rio,2007,Auto,No,No,No,No,No,No,Normal,95000,4000000
Kia_Rio,2007,Manual,No,No,No,No,No,No,Normal,166000,3300000
Kia_Rio,2007,Manual,Yes,No,No,No,No,No,Normal,90000,3800000
Kia_Rio,2007,Manual,No,No,No,No,No,Yes,Normal,90000,3700000
Kia_Rio,2007,Manual,No,Yes,No,No,No,No,Normal,80000,3800000
Kia_Rio,2007,Manual,Yes,No,No,No,No,No,Normal,155000,3600000
Kia_Rio,2007,Manual,No,No,No,No,No,Yes,Normal,174000,3600000
Kia_Rio,2007,Auto,Yes,No,No,No,No,No,Normal,87000,4300000
Kia_Rio,2007,Auto,No,No,No,No,No,Yes,Normal,87000,4200000
Kia_Rio,2007,Auto,No,Yes,No,No,No,No,Normal,147000,4300000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,Yes,Normal,127000,4800000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,Yes,Normal,87000,4800000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,Yes,Normal,143000,4800000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,Yes,Normal,152000,4600000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,Yes,Normal,159000,4600000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,Yes,Normal,169000,4600000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,Yes,Bad,87000,4300000
Kia_Rio,2007,Auto,No,Yes,No,No,No,Yes,Bad,87000,4000000
Kia_Rio,2007,Auto,Yes,No,No,No,No,Yes,Bad,87000,4000000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,No,Bad,87000,4100000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,Yes,Bad,95000,4300000
Kia_Rio,2007,Auto,No,Yes,No,No,No,Yes,Bad,82000,4000000
Kia_Rio,2007,Auto,Yes,No,No,No,No,Yes,Bad,78000,4000000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,No,Bad,99000,4100000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,Yes,Bad,101000,4300000
Kia_Rio,2007,Auto,No,Yes,No,No,No,Yes,Bad,132000,4000000
Kia_Rio,2007,Auto,Yes,No,No,No,No,Yes,Bad,125000,4000000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,No,Bad,149000,4100000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,Yes,Bad,151000,4100000
Kia_Rio,2007,Auto,No,Yes,No,No,No,Yes,Bad,162000,3800000
Kia_Rio,2007,Auto,Yes,No,No,No,No,Yes,Bad,175000,3800000
Kia_Rio,2007,Auto,Yes,Yes,No,No,No,No,Bad,180000,3900000
Kia_Rio,2006,Manual,No,No,No,No,No,No,Good,144000,4000000
Kia_Rio,2006,Manual,No,No,No,No,No,No,Good,90000,4000000
Kia_Rio,2006,Manual,No,No,No,No,No,No,Good,84000,4000000
Kia_Rio,2006,Manual,No,No,No,No,No,No,Good,74000,4000000
Kia_Rio,2006,Manual,No,No,No,No,No,No,Good,123000,4000000
Kia_Rio,2006,Manual,No,No,No,No,No,No,Good,135000,4000000
Kia_Rio,2006,Manual,No,No,No,No,No,No,Good,155000,3800000
Kia_Rio,2006,Manual,No,No,No,No,No,No,Good,160000,3800000
Kia_Rio,2006,Auto,No,No,No,No,No,No,Good,90000,4500000
Kia_Rio,2006,Auto,No,No,No,No,No,No,Good,80000,4500000
Kia_Rio,2006,Auto,No,No,No,No,No,No,Good,75000,4500000
Kia_Rio,2006,Auto,No,No,No,No,No,No,Good,113000,4500000
Kia_Rio,2006,Auto,No,No,No,No,No,No,Good,127000,4500000
Kia_Rio,2006,Auto,No,No,No,No,No,No,Good,134000,4500000
Kia_Rio,2006,Auto,No,No,No,No,No,No,Good,147000,4500000
Kia_Rio,2006,Auto,No,No,No,No,No,No,Good,152000,4300000
Kia_Rio,2006,Auto,No,No,No,No,No,No,Good,157000,4300000
Kia_Rio,2006,Manual,Yes,No,No,No,No,No,Good,144000,4300000
Kia_Rio,2006,Manual,No,Yes,No,No,No,No,Good,144000,4300000
Kia_Rio,2006,Manual,No,No,No,No,No,Yes,Good,84000,4200000
Kia_Rio,2006,Manual,Yes,Yes,No,No,No,Yes,Good,123000,4800000
Kia_Rio,2006,Manual,No,Yes,No,No,No,Yes,Good,155000,4300000
Kia_Rio,2006,Auto,Yes,No,No,No,No,No,Good,90000,4800000
Kia_Rio,2006,Auto,No,Yes,No,No,No,No,Good,75000,4800000
Kia_Rio,2006,Auto,No,No,No,No,No,Yes,Good,127000,4700000
Kia_Rio,2006,Auto,No,Yes,No,No,No,Yes,Good,147000,5000000
Kia_Rio,2006,Auto,Yes,Yes,No,No,No,Yes,Good,157000,5100000
Kia_Rio,2006,Auto,No,No,No,No,No,No,Normal,90000,4000000
Kia_Rio,2006,Auto,No,No,No,No,No,No,Normal,85000,4000000
Kia_Rio,2006,Auto,No,No,No,No,No,No,Normal,76000,4000000
Kia_Rio,2006,Auto,Yes,No,No,No,No,No,Normal,82000,4300000
Kia_Rio,2006,Auto,No,Yes,No,No,No,No,Normal,89000,4300000
Kia_Rio,2006,Auto,No,No,No,No,No,No,Normal,137000,4000000
Kia_Rio,2006,Auto,No,No,No,No,No,Yes,Normal,142000,4200000
Kia_Rio,2006,Auto,No,Yes,No,No,No,Yes,Normal,155000,4300000
Kia_Rio,2006,Auto,Yes,Yes,No,No,No,Yes,Normal,90000,4800000
Kia_Rio,2006,Auto,Yes,Yes,No,No,No,Yes,Normal,130000,4800000
Kia_Rio,2006,Auto,Yes,Yes,No,No,No,Yes,Normal,170000,4600000
Kia_Rio,2006,Manual,No,No,No,No,No,No,Normal,144000,3500000
Kia_Rio,2006,Manual,No,No,No,No,No,No,Normal,122000,3500000
Kia_Rio,2006,Manual,No,No,No,No,No,No,Normal,138000,3500000
Kia_Rio,2006,Manual,No,No,No,No,No,No,Normal,94000,3500000
Kia_Rio,2006,Manual,No,No,No,No,No,No,Normal,87000,3500000
Kia_Rio,2006,Manual,No,No,No,No,No,No,Normal,168000,3300000
Kia_Rio,2006,Manual,No,No,No,No,No,No,Bad,144000,3000000
Kia_Rio,2006,Manual,No,No,No,No,No,No,Bad,74000,3000000
Kia_Rio,2006,Manual,No,No,No,No,No,No,Bad,135000,3000000
Kia_Rio,2006,Manual,No,No,No,No,No,No,Bad,160000,3000000
Kia_Rio,2006,Auto,No,No,No,No,No,No,Bad,90000,3500000
Kia_Rio,2006,Auto,No,No,No,No,No,No,Bad,75000,3500000
Kia_Rio,2006,Auto,No,No,No,No,No,No,Bad,127000,3500000
Kia_Rio,2006,Auto,No,No,No,No,No,No,Bad,147000,3500000
Kia_Rio,2006,Auto,No,No,No,No,No,No,Bad,157000,3300000
Kia_Rio,2006,Manual,Yes,No,No,No,No,No,Bad,144000,3300000
Kia_Rio,2006,Manual,No,No,No,No,No,Yes,Bad,84000,3200000
Kia_Rio,2006,Manual,No,Yes,No,No,No,Yes,Bad,155000,3300000
Kia_Rio,2006,Auto,No,Yes,No,No,No,No,Bad,75000,3800000
Kia_Rio,2006,Auto,No,Yes,No,No,No,Yes,Bad,147000,4000000
Kia_Rio,2006,Auto,No,No,No,No,No,No,Bad,90000,3500000
Kia_Rio,2006,Auto,No,No,No,No,No,No,Bad,76000,3500000
Kia_Rio,2006,Auto,No,Yes,No,No,No,No,Bad,89000,3800000
Kia_Rio,2006,Auto,No,No,No,No,No,Yes,Bad,142000,3700000
Kia_Rio,2006,Auto,Yes,Yes,No,No,No,Yes,Bad,90000,4300000
Kia_Rio,2006,Auto,Yes,Yes,No,No,No,Yes,Bad,170000,4100000
Kia_Rio,2006,Manual,No,No,No,No,No,No,Bad,122000,3000000
Kia_Rio,2006,Manual,No,No,No,No,No,No,Bad,94000,3000000
Kia_Rio,2006,Manual,No,No,No,No,No,No,Bad,168000,2800000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Good,70000,8500000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Good,60000,8500000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Good,82000,8500000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Good,91000,8500000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Good,55000,8500000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Good,65000,8500000
Kia_Cerato,2009,Manual,No,No,No,No,No,No,Good,70000,6500000
Kia_Cerato,2009,Manual,No,No,No,No,No,No,Good,62000,6500000
Kia_Cerato,2009,Manual,No,No,No,No,No,No,Good,84000,6500000
Kia_Cerato,2009,Manual,No,No,No,No,No,No,Good,98000,6500000
Kia_Cerato,2009,Manual,No,No,No,No,No,No,Good,56000,6500000
Kia_Cerato,2009,Auto,No,Yes,Yes,Yes,Yes,Yes,Good,60000,8200000
Kia_Cerato,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Good,70000,8200000
Kia_Cerato,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Good,80000,8200000
Kia_Cerato,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Good,74000,8200000
Kia_Cerato,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Good,120000,7900000
Kia_Cerato,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Good,127000,7900000
Kia_Cerato,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Good,139000,7900000
Kia_Cerato,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Good,147000,7900000
Kia_Cerato,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Good,151000,7600000
Kia_Cerato,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Good,162000,7600000
Kia_Cerato,2009,Auto,Yes,Yes,No,Yes,Yes,Yes,Good,82000,8200000
Kia_Cerato,2009,Auto,Yes,Yes,No,Yes,Yes,Yes,Good,73000,8200000
Kia_Cerato,2009,Auto,Yes,Yes,No,Yes,Yes,Yes,Good,101000,7900000
Kia_Cerato,2009,Auto,Yes,Yes,No,Yes,Yes,Yes,Good,131000,7900000
Kia_Cerato,2009,Auto,Yes,Yes,No,Yes,Yes,Yes,Good,150000,7600000
Kia_Cerato,2009,Auto,Yes,Yes,No,Yes,Yes,Yes,Good,156000,7600000
Kia_Cerato,2009,Auto,Yes,Yes,No,Yes,Yes,Yes,Good,168000,7600000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,No,Yes,Yes,Good,91000,8400000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,No,Yes,Yes,Good,56000,8400000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,No,Yes,Yes,Good,111000,8100000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,No,Yes,Yes,Good,133000,8100000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,No,Yes,Yes,Good,155000,7800000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,No,Yes,Yes,Good,177000,7800000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,Yes,No,Yes,Good,55000,8400000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,Yes,No,Yes,Good,83000,8400000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,Yes,No,Yes,Good,100000,8100000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,Yes,No,Yes,Good,106000,8100000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,Yes,No,Yes,Good,113000,8100000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,Yes,No,Yes,Good,148000,8100000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,Yes,No,Yes,Good,150000,7800000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,Yes,Yes,No,Good,65000,8300000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,Yes,Yes,No,Good,165000,7700000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,Yes,Yes,No,Good,132000,8000000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,Yes,Yes,No,Good,112000,8000000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,No,No,Yes,Good,65000,8300000
Kia_Cerato,2009,Manual,No,Yes,Yes,Yes,Yes,Yes,Good,60000,7500000
Kia_Cerato,2009,Manual,Yes,No,Yes,Yes,Yes,Yes,Good,70000,7500000
Kia_Cerato,2009,Manual,Yes,Yes,No,Yes,Yes,Yes,Good,82000,7500000
Kia_Cerato,2009,Manual,Yes,Yes,Yes,No,Yes,Yes,Good,91000,7700000
Kia_Cerato,2009,Manual,Yes,Yes,Yes,Yes,No,Yes,Good,55000,7700000
Kia_Cerato,2009,Manual,Yes,Yes,Yes,Yes,Yes,No,Good,65000,7600000
Kia_Cerato,2009,Manual,Yes,Yes,Yes,No,No,Yes,Good,65000,7600000
Kia_Cerato,2009,Manual,Yes,No,No,No,No,No,Good,73000,6800000
Kia_Cerato,2009,Manual,No,Yes,No,No,No,No,Good,67000,6800000
Kia_Cerato,2009,Manual,No,No,Yes,No,No,No,Good,87000,6800000
Kia_Cerato,2009,Manual,No,No,No,Yes,No,No,Good,99000,6600000
Kia_Cerato,2009,Manual,No,No,No,No,Yes,No,Good,52000,6600000
Kia_Cerato,2009,Manual,No,No,No,No,No,Yes,Good,92000,6700000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Good,110000,8200000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Good,120000,8200000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Good,130000,8200000
Kia_Cerato,2009,Manual,No,No,No,No,No,No,Good,105000,6200000
Kia_Cerato,2009,Manual,No,No,No,No,No,No,Good,140000,6200000
Kia_Cerato,2009,Manual,No,No,No,No,No,No,Good,156000,5900000
Kia_Cerato,2009,Auto,Yes,No,Yes,Yes,Yes,Yes,Good,170000,7600000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,No,Yes,Yes,Good,101000,8100000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,Yes,Yes,No,Good,160000,7700000
Kia_Cerato,2009,Manual,No,Yes,Yes,Yes,Yes,Yes,Good,151000,6900000
Kia_Cerato,2009,Manual,Yes,Yes,No,Yes,Yes,Yes,Good,164000,6900000
Kia_Cerato,2009,Manual,Yes,Yes,Yes,Yes,No,Yes,Good,137000,7400000
Kia_Cerato,2009,Manual,Yes,Yes,Yes,No,No,Yes,Good,123000,7300000
Kia_Cerato,2009,Manual,No,Yes,No,No,No,No,Good,149000,6500000
Kia_Cerato,2009,Manual,No,No,No,Yes,No,No,Good,150000,6000000
Kia_Cerato,2009,Manual,No,No,No,No,No,Yes,Good,180000,6100000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Normal,60000,8000000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Normal,91000,8000000
Kia_Cerato,2009,Auto,Yes,Yes,Yes,Yes,Yes,Yes,Normal,65000,8000000
Kia_Cerato,2009,Manual,No,No,No,No,No,No,Normal,62000,6000000
